artist_id, tag
ARDR4AC1187FB371A1, european
ARDROT11187B9AD5AE, italian
ARDROT11187B9AD5AE, european
ARDROT11187B9AD5AE, belgian
ARDSWIE1187FB39056, hip hop rnb and dance hall
ARDSWIE1187FB39056, hip hop
ARDT9VH1187B999C0B, post-hardcore
ARDVZTE1187FB5A0A1, hard rock
ARDVZTE1187FB5A0A1, rock
ARDVZTE1187FB5A0A1, glam metal
ARDVZTE1187FB5A0A1, metal
ARDVZTE1187FB5A0A1, american
ARDVZTE1187FB5A0A1, pop and chart
ARDW5AW1187FB55708, folk
ARDZQ5U1187B9ADEAE, classic pop and rock
ARDZQ5U1187B9ADEAE, folk
ARE08BN1187B98FCA3, dÅsseldorf
ARE0OLY1187B9AD19F, rock and indie
ARE0X5X1187B993A86, rock and indie
ARE13NK1187FB4CF92, uk
ARE13NK1187FB4CF92, punk
ARE13NK1187FB4CF92, london
ARE13NK1187FB4CF92, england
ARE13NK1187FB4CF92, classic pop and rock
ARE17W51187FB5381B, portuguese
ARE17W51187FB5381B, lisbon
ARE17W51187FB5381B, european
ARE1DU51187B99BB83, uk
ARE1DU51187B99BB83, punk
ARE1DU51187B99BB83, rock
ARE1DU51187B99BB83, london
ARE1DU51187B99BB83, england
ARE26EG1187B990AEF, house
ARE26EG1187B990AEF, trance
ARE26EG1187B990AEF, techno
ARE26EG1187B990AEF, electronic
ARE26EG1187B990AEF, rave
ARE26EG1187B990AEF, british
ARE33S11187B9A0904, punk
ARE33S11187B9A0904, uk
ARE33S11187B9A0904, northampton
ARE33S11187B9A0904, england
ARE36MM1187B991E50, blues
ARE36MM1187B991E50, american
ARE3LP51187B9ACD29, classic pop and rock
ARE7FPO1187B9AF7CF, punk
ARE7FPO1187B9AF7CF, usa
ARE8GLF1187FB52532, alternative rock
ARE8GLF1187FB52532, funk rock
ARE8GLF1187FB52532, funk
ARE8GLF1187FB52532, rock
ARE8GLF1187FB52532, crossover
ARE8GLF1187FB52532, 10s
ARE8GLF1187FB52532, usa
ARE8GLF1187FB52532, 00s
ARE8GLF1187FB52532, 90s
ARE8GLF1187FB52532, 80s
ARE8GLF1187FB52532, metal
ARE8GLF1187FB52532, rap
ARE8GLF1187FB52532, funk metal
ARE8GLF1187FB52532, american
ARE8GLF1187FB52532, pop and chart
ARE8RCR1187B996BF2, zydeco
ARE8RCR1187B996BF2, american
ARE8RCR1187B996BF2, cajun
AREBWEH1187B99EA9A, finnish
AREDBBQ1187B98AFF5, uk
AREDBBQ1187B98AFF5, british
AREDBBQ1187B98AFF5, english
AREDCT51187B9A6DA6, chinese
AREDW1C1187B9ACAC2, classical
AREDW1C1187B9ACAC2, composer
AREDW1C1187B9ACAC2, production music
AREENKN1187B98F35D, punk
AREENKN1187B98F35D, usa
AREGV3K1187B9AF614, rock and indie
AREHCPX1187FB3C859, dub
AREHCPX1187FB3C859, ambient
AREHK7O1187B9ADDD7, swedish
AREHK7O1187B9ADDD7, alternative rock
AREHK7O1187B9ADDD7, indie pop
AREHK7O1187B9ADDD7, rock
AREHK7O1187B9ADDD7, european
AREHK7O1187B9ADDD7, rock and indie
AREJ5K11187B993F5F, folk
ARELA4P1187B991507, production music
ARELFAE1187FB40D0A, uk
ARELFAE1187FB40D0A, asian
ARELFAE1187FB40D0A, british asian
ARELFAE1187FB40D0A, british
ARELFAE1187FB40D0A, english
AREMOC71187B996C2F, french
AREOGMA1187B9908EF, folk
ARESVFD1187FB522E6, punk
ARESVFD1187FB522E6, guitar
ARESVFD1187FB522E6, california
ARESVFD1187FB522E6, usa
ARESVFD1187FB522E6, classical
AREUUVW1187B99A697, heavy metal
AREUUVW1187B99A697, hard rock
AREUUVW1187B99A697, rock
AREUUVW1187B99A697, american
AREUUVW1187B99A697, glam metal
AREUUVW1187B99A697, metal
AREUYDJ1187B9BA040, czech
AREV2491187B9B017E, new york
AREV2491187B9B017E, us
AREV2491187B9B017E, hip-hop
AREV2491187B9B017E, rap
AREV2491187B9B017E, hip hop rnb and dance hall
AREXM411187FB560C4, american
AREXM411187FB560C4, san francisco
AREZWC61187FB52DCF, classic pop and rock
ARF0W6Z1187B9AC325, gothic metal
ARF0W6Z1187B9AC325, black metal
ARF0W6Z1187B9AC325, symphonic black metal
ARF0W6Z1187B9AC325, british
ARF0W6Z1187B9AC325, metal
ARF0W6Z1187B9AC325, extreme gothic metal
ARF0W6Z1187B9AC325, extreme symphonic metal
ARF1PSM1187B9B802A, texas
ARF1PSM1187B9B802A, dallas
ARF2EHS1187B994F4E, american
ARF2EHS1187B994F4E, southern rock
ARF2EHS1187B994F4E, garage rock
ARF2EHS1187B994F4E, rock and indie
ARF2EHS1187B994F4E, amÇricain
ARF2EHS1187B994F4E, alternative rock
ARF2EHS1187B994F4E, usa
ARF2EHS1187B994F4E, rock
ARF2EHS1187B994F4E, united states
ARF2EHS1187B994F4E, indie rock
ARF3GX71187FB3EB66, country
ARF3L8J1187B9B7866, black metal
ARF5M7Q1187FB501E8, rock and indie
ARF5M7Q1187FB501E8, slow pop
ARF5M7Q1187FB501E8, adam levine
ARF5M7Q1187FB501E8, united states
ARF8HTQ1187B9AE693, french
ARF8HTQ1187B9AE693, electronic
ARF8HTQ1187B9AE693, wp musicians
ARF8HTQ1187B9AE693, european
ARF8HTQ1187B9AE693, dance and electronica
ARF8HTQ1187B9AE693, vocoder
ARF8HTQ1187B9AE693, thomas bangalter
ARF8HTQ1187B9AE693, house
ARF9Z4Q1187FB5B40B, folk
ARFAKQ01187B990163, french
ARFAKQ01187B990163, soundtrack
ARFAKQ01187B990163, production music
ARFCUN31187B9AD578, british
ARFCUN31187B9AD578, uk
ARFCUN31187B9AD578, rock
ARFCUN31187B9AD578, rnb
ARFCUN31187B9AD578, blues
ARFCUN31187B9AD578, rock and roll
ARFCUN31187B9AD578, country
ARFCUN31187B9AD578, english
ARFCUN31187B9AD578, classic pop and rock
ARFCUN31187B9AD578, the-rolling-stones
ARFCUN31187B9AD578, britannique
ARFCUN31187B9AD578, reggae
ARFCUN31187B9AD578, psychedelic rock
ARFELOH1187B991F95, desi
ARFERPC1187FB557F6, chinese
ARFFDZU1187FB50682, american
ARFFDZU1187FB50682, soundtrack
ARFFDZU1187FB50682, easy listening soundtracks and musicals
ARFG66D1187FB536B6, hip hop rnb and dance hall
ARFN2TE11A348EFFB4, american idol
ARFN3YG1187B9AD9F1, latvian
ARFNJ4O1187B9A204B, birmingham
ARFNJ4O1187B9A204B, uk
ARFNJ4O1187B9A204B, british
ARFNJ4O1187B9A204B, english
ARFNJ4O1187B9A204B, warp
ARFNJ4O1187B9A204B, classic pop and rock
ARFSPOV1187B9B2363, british
ARFSPOV1187B9B2363, dance
ARFSPOV1187B9B2363, electronic
ARFSPOV1187B9B2363, uk
ARFSPOV1187B9B2363, 10s
ARFSPOV1187B9B2363, 00s
ARFSPOV1187B9B2363, english
ARFSPOV1187B9B2363, 90s
ARFSPOV1187B9B2363, house
ARFSPOV1187B9B2363, uk garage
ARFSPOV1187B9B2363, dance and electronica
ARFT5CP1187FB50263, italian
ARFT5CP1187FB50263, belgian
ARFT5CP1187FB50263, european
ARFT5CP1187FB50263, dance and electronica
ARFVYJI1187B9B8E13, grunge
ARFVYJI1187B9B8E13, rock
ARFVYJI1187B9B8E13, seattle
ARFVYJI1187B9B8E13, alternative rock
ARFVYJI1187B9B8E13, american
ARFVYJI1187B9B8E13, hard rock
ARFVYJI1187B9B8E13, rock and indie
ARFWL8S1187B9B4B44, canadian
ARFWL8S1187B9B4B44, pop
ARFWL8S1187B9B4B44, classic pop and rock
ARFWL8S1187B9B4B44, eurovision
ARFWL8S1187B9B4B44, french
ARFYXXA1187B995861, soprano
ARFZSPU1187B9B5BA9, production music
ARG09R51187FB4D5C2, country
ARG1FA61187B994921, rock and indie
ARG1UAO1187FB55E50, hong kong
ARG1UAO1187FB55E50, chinese
ARG37DA1187B9A47FF, doom metal
ARG37DA1187B9A47FF, metal
ARG3UX61187B9AC05A, metal
ARG3UX61187B9AC05A, rock and indie
ARG4KW31187FB51B7C, progressive rock
ARG4KW31187FB51B7C, uk
ARG4KW31187FB51B7C, british
ARG4KW31187FB51B7C, english
ARG99CA1187FB3D09A, greek
ARG9CID1187B9AB010, rock and indie
ARGBG2T1187B9B1670, hip hop
ARGBG2T1187B9B1670, german
ARGBR4I1187B99D073, rock and indie
ARGEZ5E1187FB56F38, rock
ARGEZ5E1187FB56F38, christian
ARGFFA01187B9A2D11, skate punk
ARGFFA01187B9A2D11, rock
ARGFFA01187B9A2D11, punk rock
ARGFFA01187B9A2D11, melodic hardcore
ARGFFA01187B9A2D11, american
ARGFFA01187B9A2D11, rock and indie
ARGFFA01187B9A2D11, punk
ARGFFA01187B9A2D11, usa
ARGJ0911187FB4613F, classic pop and rock
ARGJ0911187FB4613F, folk
ARGK9MB1187FB37402, hip hop rnb and dance hall
ARGKD4W1187B990E04, country
ARGKD4W1187B990E04, rock
ARGKD4W1187B990E04, american
ARGKD4W1187B990E04, pop
ARGKD4W1187B990E04, classic pop and rock
ARGLOWN1187B99C06D, blues
ARGMGHN1187B9B4213, pop and chart
ARGMXQW1187FB54C34, brazilian
ARGMXQW1187FB54C34, bossa nova
ARGNGRI11E2835D567, spanish
ARGNGRI11E2835D567, pop
ARGO67V1187B9968D2, post-hardcore
ARGO67V1187B9968D2, alternative rock
ARGO67V1187B9968D2, rock
ARGO67V1187B9968D2, american
ARGP7WY1187FB45464, cantopop
ARGP7WY1187FB45464, cantonese
ARGP7WY1187FB45464, hong kong
ARGP7WY1187FB45464, chinese
ARGR7431187FB3F3FB, french
ARGS39X1187B991939, film composer
ARGV2PR1187B9AD702, classical
ARGVJPK1187B9909EA, operatic pop
ARGVJPK1187B9909EA, gospel
ARGVJPK1187B9909EA, classical
ARGVJPK1187B9909EA, easy listening
ARGVJPK1187B9909EA, american
ARGVJPK1187B9909EA, vocal
ARGVJPK1187B9909EA, pop
ARGVJPK1187B9909EA, easy listening soundtracks and musicals
ARGWIHH1187B9A79B0, indie
ARGWIHH1187B9A79B0, alternative
ARGWIHH1187B9A79B0, rock
ARGWIHH1187B9A79B0, experimental
ARGWIHH1187B9A79B0, british
ARGWIHH1187B9A79B0, indie rock
ARGY9EQ1187B996E1A, finnish
ARGY9EQ1187B996E1A, melodic death metal
ARGY9EQ1187B996E1A, metal
ARGY9FW1187B991C7D, electronic
ARGY9FW1187B991C7D, american
ARGY9FW1187B991C7D, techno
ARGY9FW1187B991C7D, freestyle
ARGY9FW1187B991C7D, synthpop
ARGYHUI1187B9AC2A5, classic pop and rock
ARGYHUI1187B9AC2A5, finnish
ARH09RT1187FB4A843, latin
ARH09RT1187FB4A843, pop
ARH0Z131187B9B69E9, hip hop
ARH1LE01187B98D68D, american
ARH1LE01187B98D68D, soundtrack
ARH2QI91187FB3788D, dance and electronica
ARH2QI91187FB3788D, dance
ARH2QI91187FB3788D, france
ARH3S5S1187FB4F76B, soft rock
ARH3S5S1187FB4F76B, english
ARH3S5S1187FB4F76B, progressive rock
ARH3S5S1187FB4F76B, symphonic rock
ARH3S5S1187FB4F76B, orchestral
ARH3S5S1187FB4F76B, psychedelic rock
ARH3S5S1187FB4F76B, rock
ARH3S5S1187FB4F76B, power pop
ARH3S5S1187FB4F76B, british
ARH3S5S1187FB4F76B, pop
ARH4N0N1187FB3E1F1, bhangra
ARH4N0N1187FB3E1F1, punjabi
ARH6W4X1187B99274F, rock
ARH6W4X1187B99274F, british
ARH6W4X1187B99274F, alternative rock
ARH6W4X1187B99274F, art rock
ARH6W4X1187B99274F, uk
ARH6W4X1187B99274F, electronic
ARH6W4X1187B99274F, english
ARH6W4X1187B99274F, britannique
ARH6W4X1187B99274F, melancholic
ARH6W4X1187B99274F, parlophone
ARH6W4X1187B99274F, britpop
ARH6W4X1187B99274F, thom yorke
ARH6W4X1187B99274F, rock and indie
ARH6W4X1187B99274F, oxford
ARH861H1187B9B799E, country
ARH861H1187B9B799E, folk
ARH861H1187B9B799E, american
ARH861H1187B9B799E, blues
ARH861H1187B9B799E, rock and roll
ARH861H1187B9B799E, gospel
ARH861H1187B9B799E, favorite
ARH861H1187B9B799E, rock
ARH8B5X1187FB3B6C0, black metal
ARH8B5X1187FB3B6C0, death metal
ARH8B5X1187FB3B6C0, thrash metal
ARH8HRR1187FB5CBE8, folk
ARH9GD41187FB37E0F, soul and reggae
ARHAEXZ1187FB54F3C, hip hop rnb and dance hall
ARHAEXZ1187FB54F3C, band
ARHAEXZ1187FB54F3C, rock
ARHAEXZ1187FB54F3C, hip-hop
ARHBYTA1187FB3C812, country-es
ARHD3RX1187FB3A7DA, soul and reggae
ARHI20L1187FB4C997, classic pop and rock
ARHJJ771187FB5B581, uk
ARHJJ771187FB5B581, rock
ARHJJ771187FB5B581, middlesex
ARHJJ771187FB5B581, harrow
ARHJJ771187FB5B581, england
ARHJMEF1187FB415AE, ndw
ARHJMEF1187FB415AE, german
ARHJMEF1187FB415AE, dÅsseldorf
ARHKQGH1187B9A4DB4, german
ARHL8SP1187B98F8A3, new york
ARHL8SP1187B98F8A3, usa
ARHL8SP1187B98F8A3, hardcore
ARHL8SP1187B98F8A3, punk
ARHMZAR1187B9B077C, classicpopandrock
ARHNCQ31187B9915DC, american
ARHNCQ31187B9915DC, folk
ARHNCQ31187B9915DC, blues
ARHNL9K1187FB5730C, hong kong
ARHNL9K1187FB5730C, chinese
ARHO1WI1187B98CB84, contemporary christian
ARHO1WI1187B98CB84, american
ARHPDQM1187FB3C318, blues
ARHPDQM1187FB3C318, texas blues
ARHPDQM1187FB3C318, electric blues
ARHPPJK1187B9AC897, rock and indie
ARHQYFB1187FB4AECF, uk
ARHQYFB1187FB4AECF, punk
ARHQYFB1187FB4AECF, england
ARHQYFB1187FB4AECF, bristol
ARHR5BC1187B9AC348, dance and electronica
ARHRKTK1187B99E1D5, classic pop and rock
ARHRY5S1187B99B96F, industrial metal
ARHRY5S1187B99B96F, american
ARHRY5S1187B99B96F, metal
ARHRY5S1187B99B96F, alternative metal
ARHT0B11187B993CB3, american
ARHTV1S1187FB547F8, production music
ARHU9211187B9B7E0E, side project
ARHU9211187B9B7E0E, hip-hop
ARHU9211187B9B7E0E, rap
ARHUC691187B9AD27F, progressive rock
ARHZCG01187B99E4DE, rock
ARHZCG01187B99E4DE, jazz
ARHZCG01187B99E4DE, jazz fusion
ARHZCG01187B99E4DE, american
ARI2G3D1187B98D8A0, german
ARI2G3D1187B98D8A0, neue deutsche welle
ARI2G3D1187B98D8A0, ndw
ARI2JSK1187FB496EF, production music
ARI3Y441187FB4B921, los angeles
ARI3Y441187FB4B921, punk
ARI3Y441187FB4B921, california
ARI3Y441187FB4B921, usa
ARI4RPW1187B9B862D, jazz and blues
ARI4S0E1187B9B06C0, filk
ARI6CSW1187B9AF09A, german
ARI7DOB1187FB37AA4, indie rock
ARI7DOB1187FB37AA4, british
ARI7DOB1187FB37AA4, alternative rock
ARI7DOB1187FB37AA4, art rock
ARI7DOB1187FB37AA4, rock
ARI7DOB1187FB37AA4, rock and indie
ARI7DOB1187FB37AA4, post-punk revival
ARI7DOB1187FB37AA4, uk
ARI7DOB1187FB37AA4, united kingdom
ARI7DOB1187FB37AA4, britannique
ARIBE791187FB3FFA5, classic pop and rock
ARIEIJW1187B98F6DD, german
ARIEIJW1187B98F6DD, comedian
ARIFGKC1187B9B04D5, big band
ARIFGKC1187B9B04D5, pop
ARIFGKC1187B9B04D5, american
ARIFGKC1187B9B04D5, classic pop and rock
ARIGKCK1187FB5C99B, american
ARIGKCK1187FB5C99B, blues
ARIH5GU1187FB4C958, post-grunge
ARIH5GU1187FB4C958, australian
ARIH5GU1187FB4C958, experimental
ARIH5GU1187FB4C958, alternative rock
ARIH5GU1187FB4C958, hard rock
ARIH5GU1187FB4C958, rock
ARIH5GU1187FB4C958, mellow
ARIH5GU1187FB4C958, art rock
ARIH5GU1187FB4C958, grunge
ARIH5GU1187FB4C958, angsty
ARIH5GU1187FB4C958, newcastle
ARIH5GU1187FB4C958, baroque pop
ARIJ7MR1187B9B484E, greek
ARIK43K1187B9AE54C, soul and reggae
ARILV5E1187B9959C8, pop and chart
ARIMJFK1187FB4ED3E, electronica
ARIMJFK1187FB4ED3E, uk
ARIMJFK1187FB4ED3E, mo wax
ARIMJFK1187FB4ED3E, warp
ARIMJFK1187FB4ED3E, british
ARIMJFK1187FB4ED3E, english
ARIMJFK1187FB4ED3E, dance and electronica
ARIN12F1187FB3E92C, production music
ARINXZA1187FB56902, rock and indie
ARIPLUN1187B99B9F9, british
ARIPLUN1187B99B9F9, uk
ARIPLUN1187B99B9F9, rock
ARIPLUN1187B99B9F9, new wave
ARIPLUN1187B99B9F9, english
ARIPLUN1187B99B9F9, classic pop and rock
ARIPLUN1187B99B9F9, post-punk
ARIPLUN1187B99B9F9, england
ARIPLUN1187B99B9F9, alternative
ARIPNAN1187FB3E577, nl
ARIPNAN1187FB3E577, hiphop
ARIRBO11187FB4B219, folk
ARISHTQ1187FB3E6F0, classic pop and rock
ARISRD71187FB57AE8, ????
ARISRD71187FB57AE8, hong kong artist
ARISRD71187FB57AE8, hong kong
ARISRD71187FB57AE8, chinese
ARIT8YH1187FB43F30, uk
ARIT8YH1187FB43F30, british
ARIT8YH1187FB43F30, english
ARIT8YH1187FB43F30, classic pop and rock
ARIT9Y51187FB364AE, celtic
ARITKAJ122BCFCA169, production music
ARIW1BH1187FB4C94A, rock and indie
ARIWB161187B9AA1D5, folk
ARIWB161187B9AA1D5, rock
ARIWB161187B9AA1D5, american
ARIWB161187B9AA1D5, folk rock
ARIWB161187B9AA1D5, seven
ARIWB161187B9AA1D5, simon-garfunkel
ARIWB161187B9AA1D5, classic pop and rock
ARIXB7T1187B9AB215, latvian
ARIXGOC1187FB54F4B, actor
