artist_id, track_id, duration, year
ARCNOK81187B98CA3F, TRAUBNN128F4298B31, 239.0722, 1997
ARMOHN71187FB3959F, TRAUBDS128F931A703, 208.66567, 2009
ARN5W1B1187B98BE10, TRAUBKK128F4254C97, 225.77587, 2002
AR7U5BZ1187B997FFC, TRAUNNH12903CB038C, 292.41424, 2006
ARYML1P1187B9AF39B, TRAUNEL128F1467D5C, 159.89506, 1978
ARN5L1O1187FB4D955, TRAUNND12903CD03BC, 158.95465, 2010
AREW1KO1187B98E42E, TRAUNWX12903D01764, 283.55873, 2001
AR4EVIX1187B993DE9, TRAUSBV128F9344D08, 162.84689, 1997
ARPAL0H1187B990A8E, TRAUSOM128F9337BC3, 175.12444, 1997
ARE36MM1187B991E50, TRAUSMF12903CE71E5, 185.41669, 1927
ARHEQ501187FB4F898, TRAUSQP128F4230490, 242.75546, 2000
ARMB95F1187B9B5B93, TRAUSFP128F42A6BEE, 24.73751, 2004
ARDVZTE1187FB5A0A1, TRAUSHD128E0795347, 253.83138, 2005
ARCRSUM1187FB52AB0, TRAUFHQ128F9304F9B, 284.682, 2004
ARW9SN11187FB52D0D, TRAUFDN128E07926A5, 231.33995, 2001
ARQXR6R1187FB46FD6, TRAUFRK128F147C548, 168.93342, 1986
AR03BDP1187FB5B324, TRAUFLM128F42AECDC, 1.04444, 2005
ARC8CQZ1187B98DECA, TRAUFCU128F42882B7, 136.30649, 2003
ARDP3WW1187FB3D28C, TRAUDHC12903CE6B13, 224.65261, 1998
ARNPPTH1187B9AD429, TRAUDRC128F148D15E, 322.97751, 1988
ART62WC1187FB47E80, TRAUDWB128F9318EA4, 224.31302, 2009
AR2CM6U1187B999EB7, TRAUDFG128F423AC77, 62.92853, 1995
ARAG1DX1187B98BB10, TRAUDIU128F933AD92, 307.80036, 2009
ARA8X3M1187B9A13CA, TRAUEIR128F934E644, 244.32281, 2001
ARIW1BH1187FB4C94A, TRAUEYX12903CEAF48, 249.28608, 2005
AREBWEH1187B99EA9A, TRAUENF128F931FC35, 266.89261, 2009
ARSQDUN1187B98D7D7, TRAUEVU128F42B7B0A, 161.35791, 1997
ARRJNTE1187FB44E12, TRAUEWN128F932C32C, 197.25016, 2009
AR4C6V01187FB3BAF4, TRAULOO12903CF47B6, 318.9024, 1995
ARB5TJM1187B9A71FD, TRAULEG128F92F035B, 278.93506, 2007
ARYZV2X1187B997BE7, TRAULAE128F92FD865, 261.0673, 2006
AR4GAFY1187B9B639D, TRAULGT12903D10B94, 186.40934, 1995
ARFAX4X1187B9A89CB, TRAULJB128E0786AC7, 263.96689, 2001
AR74Q3R1187B9B24C3, TRAULTS128F931290B, 382.58893, 1997
ARQ76LG1187B9ACD84, TRAULZG128F425E06C, 92.36853, 1981
ARAJPHH1187FB5566A, TRAUPEE128F425943A, 157.85751, 1964
AR63RWN1187FB3E89A, TRAUPWS128F9338163, 278.38649, 1998
AR5MK521187B98E0B8, TRAUPWA128F147F2CF, 273.84118, 1983
ARZ3U0K1187B999BF4, TRAUPSV128F427B621, 207.82975, 2008
AR048JZ1187B9AEB85, TRAUWFN128F1462E09, 208.79628, 2003
ARLGIX31187B9AE9A0, TRAUWRW128F9358C69, 259.05587, 2003
AROCBZZ11E2835D652, TRAUWCV12903CEE9C5, 248.24118, 1968
AR7U5BZ1187B997FFC, TRAUWWP12903CC79CB, 270.21016, 2008
ARFAGIR1187B997EA1, TRAUWIL128F9334C00, 204.61669, 1996
ARJ438T1187B9AD503, TRAUWQL128F424696E, 357.45914, 2006
ARNUIBF1187FB4A28F, TRAUWKJ128F932E096, 250.22649, 1984
ARAJPHH1187FB5566A, TRAUZVU12903CC050D, 136.01914, 1964
ARUI2ZJ1187FB3ACA5, TRAUZOU128F4260C88, 212.13995, 1962
ARZXLZD11E2835CEA7, TRAUZFY128F42BCE57, 229.8771, 2007
ARBM57Q1187B9AF97C, TRAUZLI128F427EA58, 231.57506, 2003
ARXPPEY1187FB51DF4, TRAUZTR128F9351D2A, 182.7522, 1972
ARZ8KO81187B9B1B7C, TRAUZLI128E0791D51, 175.882, 1967
AR7CCCC1187FB578FF, TRAUGVF128F92EFCF8, 169.63873, 1991
ARNFLMN1187FB50BB3, TRAUGNY12903CFEFB5, 160.31302, 2004
AR6U7461187FB59499, TRAUGTI128F4273726, 608.23465, 2005
ARIMW0M1187B99EC59, TRAUGHD128F42A8B9B, 405.41995, 2003
ARHZCG01187B99E4DE, TRAUGWE128F42670DB, 312.76363, 1998
AR4YKRO1187B9B7829, TRAUGQI128F4295BD1, 208.79628, 2006
ARJD6I01187FB50347, TRAUGRD128F425E997, 205.45261, 2007
ARUEYGC1187FB3D94B, TRAUTXS128F932A629, 170.70975, 1974
AR6MIU31187B994603, TRAUTJD128F14890F5, 538.27873, 2006
ARSE5NP1187B9B98AB, TRAUTOL128F42418E2, 259.70893, 2005
ARLBNAC1187FB47151, TRAUTNT128F933CB62, 164.0224, 2007
AR6IJJ41187B98C872, TRAUTAI128F4275F53, 216.31955, 1999
ARXPE571187FB4AFD0, TRAUTCA128F429B624, 246.62159, 1979
ARVESGN1187FB3E10C, TRAUTKA128F428060B, 162.14159, 1994
AR198711187B9AD09F, TRAUTPD128F92F1376, 303.96036, 1991
AR88F5X1187FB3EA17, TRAUTXO128F4263C8E, 161.48853, 1965
ARTOTKA11E2835EA81, TRAUKJG128F147DAFE, 198.24281, 2002
ARAENPX1187B990DDA, TRAUKGN128F1499A8D, 242.1024, 2006
AREZWC61187FB52DCF, TRAUKNJ128F933A413, 167.26159, 1972
AR35YUO1187B9AD83E, TRAUKYS128F14636CB, 246.38649, 1994
ARI6CSW1187B9AF09A, TRAUQJR128F92E5B5F, 215.92771, 2007
ARE08BN1187B98FCA3, TRAUQAP12903CB60EA, 34.32444, 1983
AR3DLBB1187B98F3DF, TRAUQFT128F4270904, 201.27302, 1967
ARK0TRD1187FB3BDE5, TRAUUQI128F92D8620, 147.722, 2003
AR1U3BY1187B9B136F, TRAUUIF128F93232FE, 215.40526, 1995
ARSPQ0H1187B999944, TRAUUZF128EF347CD5, 262.97424, 1988
ARTH9041187FB43E1F, TRAUURC128E078EC6E, 312.2673, 2000
ARDGB6U1187FB3AD07, TRAUVVR128F425A925, 236.61669, 1986
ARGDY4Y1187B9A334F, TRAUVAR12903CBD9A4, 60.55138, 2003
AR3SPD91187B9B63E3, TRAUVGO128F14836DB, 198.89587, 1991
ARA1UU51187FB5A70B, TRAUVUF128F148D1AA, 181.21098, 1997
AR219DK1187FB4CEFC, TRAUVSF128F14A0B6F, 349.04771, 2004
ARUAOGE1187B9B3D50, TRAUVAQ128F92DC677, 195.47383, 2009
ARJRIM91187FB3EF9A, TRAUVPX128F4274DCB, 338.96444, 2004
ARWIN9D1187B98E544, TRAVCBP128F422930E, 172.25098, 1983
AR8TLVX1187B9B2D7D, TRAVCNA128F930975C, 313.36444, 1998
ARPFHN61187FB575F6, TRAVCWE12903CEF076, 211.69587, 2007
ARNHMFD1187FB3B3F6, TRAVJHK128E078370B, 270.10567, 2004
AR035N21187FB3938E, TRAVJOO128F14AD39C, 94.9024, 2005
AR1XZ0N1187B9941D5, TRAVIVX12903C9726D, 169.74322, 2002
ARA82JG1187FB36131, TRAVHTT128F14987BB, 292.17914, 2002
ARQXM2T1187B98FF32, TRAVHIA128F1494B0C, 146.02404, 1967
AR7NNKG1187FB4AA1C, TRAVHLR128F146B476, 223.05914, 2003
ARRZZRW1187B9A06E3, TRAVHRU128F92C637E, 161.43628, 2008
ARHU9211187B9B7E0E, TRAVXEP128F14539AE, 43.38893, 2005
ARH9GD41187FB37E0F, TRAVXII128F92FCC6D, 270.05342, 2005
ARXPPEY1187FB51DF4, TRAVXBL128F42BB389, 188.99546, 1984
ARTK5LU1187B9A654C, TRAVXZP128F425C677, 452.25751, 1992
ARB8H82119B34032E1, TRAVOHH128F4247EF9, 207.09832, 2008
AR6CLFP1187B9ACB94, TRAVOPU128F9360B7D, 153.33832, 2009
ARXGASQ1187FB3C727, TRAVMFC128F428CDE0, 227.65669, 1997
ARNDL191187FB51583, TRAVMXD12903CBBD0B, 469.60281, 1975
AR7N7MI1187FB46935, TRAVMRI128F4259E76, 271.98649, 1988
AR4MCB01187B98BF5C, TRAVMOE128F9336555, 341.36771, 1997
ARUYVDC12086C11D5C, TRAVMWQ128F934B098, 335.5424, 2009
AR5GMAV1187FB3A8F5, TRAVMXQ128E0785F82, 192.65261, 1967
AREJXK41187B9A4ACC, TRAVMZX128F14AB117, 234.39628, 2007
ARG4KW31187FB51B7C, TRAVMQE12903D08335, 158.77179, 1972
ARR6VH41187FB46862, TRAVMPT128F4246BE4, 214.49098, 2006
ART4EPR1187FB38772, TRAVROB128F9305B80, 316.99546, 1973
ARJ7VKJ1187B98BA4B, TRAVRPL128F145E874, 286.53669, 2001
ARGBR4I1187B99D073, TRAVRJA128F9329C4C, 166.32118, 1991
AR90QN41187B9ABCD2, TRAVRAE12903CC95D8, 303.04608, 2000
ARQ0TN01187FB4A19E, TRAVRTO128F4280C14, 249.67791, 2004
AR9LT7R1187FB4543A, TRAVROF128F421AC2D, 234.73587, 2004
ARXI7WU1187FB4D75E, TRAVYPH128F149B902, 238.68036, 2007
ARHUQUF1187FB382E6, TRAVYHI12903CB95EC, 234.16118, 2001
ARMY5XE1187FB38AF3, TRAVYXL128EF34722F, 313.3122, 2006
AR1ABAO1187FB531E1, TRAVYRR128F423C597, 209.47546, 1982
ARKWT6J1187B98ED50, TRAVYVD128F4237876, 271.5424, 2005
AR0O3AV1187FB4D030, TRAVYIU128F42625E1, 105.84771, 2001
AR4BJFD1187FB43082, TRAVAXK128F42A5166, 182.04689, 2004
ARKSZW81187B9B695D, TRAVANT128F92E3F71, 236.5122, 1990
ARUAKAN1187FB48204, TRAVASN128F9361074, 100.23138, 1992
ARYF20K1187B9B76BD, TRAVBLC12903CD66A5, 330.16118, 2009
ARQDYV0119B866800F, TRAVBMS128F423EA54, 228.23138, 2003
ARWXIVG1187B9B17C5, TRAVBGZ128F42541D2, 285.17832, 2008
AR0IVSA1187FB4F069, TRAVBAH128F9305DFC, 257.54077, 1992
AR2BG0R1187FB398C3, TRAVBCR128F933AE8E, 150.15138, 2007
AR5MK521187B98E0B8, TRAVBGI128F425F366, 354.19383, 2009
ARUF32D1187B9B157E, TRAVNST128F422EBD2, 258.16771, 2007
ARGXIE31187FB55B48, TRAVNHK12903CC5B48, 90.14812, 2008
ARYRDLN12592CDBB85, TRAVNUK128F92F274F, 203.31057, 2009
AR20BO61187B9B880E, TRAVNVI128F4298D23, 338.05016, 2007
ARE0OLY1187B9AD19F, TRAVSZP128F92C53A0, 147.85261, 2004
ARQDWBG1187B9891D7, TRAVSQE12903CB6879, 207.17669, 2010
AR9AWNF1187B9AB0B4, TRAVSRW128F4294603, 255.7122, 1983
ARXSABJ1187FB3C336, TRAVSVL128F14B12BE, 237.73995, 1997
AR553M51187B98BCE7, TRAVSSU128F145DDE9, 320.522, 2000
AR1ABAO1187FB531E1, TRAVFEW128F92E2B47, 197.90322, 1971
ARWQ3M31187FB4CF01, TRAVFSW128F145C1D2, 273.84118, 1993
AR21YNH1187FB49649, TRAVFSL128E078E22A, 202.21342, 2002
AR1N6N61187FB4E25E, TRAVFOA128F92F2B38, 428.06812, 1963
ARVJVFF1187B9B40D6, TRAVFJV128F92D2043, 114.07628, 1980
ARN2ZKL1187FB3972B, TRAVFPH128F42621EE, 448.54812, 2000
AROQ9OT1187B99E88D, TRAVDMO12903CDA1DB, 306.96444, 2005
ARHNMEZ11F50C4706C, TRAVDQU128EF34E7A8, 280.5024, 2000
ARHCRIW122988F9BA6, TRAVDRG12903C9A44C, 206.52363, 2009
ARKX0IK1187FB44DE9, TRAVDBV128F424EAD8, 193.72363, 2008
ARY9J9F1187B990241, TRAVDBI12903D105BB, 221.30893, 2005
ARJ438T1187B9AD503, TRAVDQQ128F421B864, 299.31057, 2004
ARGK3QC1187B9B351A, TRAVDDJ128F92EF09C, 203.7024, 1998
AR00MBZ1187B9B5DB1, TRAVDGG128F92E389A, 166.66077, 1995
AR4WHYC1187B9896E7, TRAVELY128F42606F8, 166.86975, 1998
AR5WPYF1187B9B40DA, TRAVEQX128E07864AA, 334.18404, 2004
ARAOPEF1187B995099, TRAVEOQ128F931C8F4, 173.50485, 1950
ARR1R5V1187FB4D234, TRAVLWL128F424EF6A, 185.99138, 2007
ARWX5TK1187FB4CDBE, TRAVLWR128F9316DA6, 167.44444, 2009
ARZVTZN1187FB579D4, TRAVLXZ128F42A22E4, 155.402, 2000
AR163QH1187FB42E0D, TRAVPRG12903CCBF03, 281.86077, 2008
AROBHK51187B9AD82B, TRAVPGQ128E079530E, 217.49506, 2005
ARW1MUW1187FB4D5A1, TRAVPHL128F424EAE1, 188.65587, 2008
AR3USQW1187FB4A90D, TRAVPYY128F92CEBAB, 213.4722, 2008
AR7Q0O91187FB4DBE7, TRAVPOV128F429EC1B, 218.04363, 2007
AR72Q9R1187B98A664, TRAVPHB128F92DA4F5, 295.3922, 2001
ARB1CNO1187FB4CE93, TRAVPSC128F147BEA8, 130.66404, 1989
ARUHYH21187B98BA89, TRAVWZA128F931F36E, 225.43628, 1996
ARDZQ5U1187B9ADEAE, TRAVWTN128F425D2D5, 269.29587, 1986
AR1ZYLH1187B98C159, TRAVWIP128E078FA3D, 330.08281, 2002
AR58SJE1187B9A8E4C, TRAVWVL12903CABEEA, 176.37832, 2001
ARBX0VO1187B98A412, TRAVWVZ128F4239DD1, 205.11302, 1999
ARJ66JQ1187B99D2FF, TRAVWHZ128F932B179, 237.13914, 2004
ARFK4281187FB5C811, TRAVWRV128F427D06A, 456.69832, 1971
AR2XRFQ1187FB417FE, TRAVWYR128F92DED0F, 227.5522, 2004
ARYBGMF1187FB4D82C, TRAVZWX128F92EC110, 255.32036, 2002
ARCID1N1187FB51DA0, TRAVZZV128F42AE511, 275.43465, 2004
ARV8T9T1187B99F3F4, TRAVGNH128F428CBA9, 225.41016, 1994
AR9YI7H1187B9960E3, TRAVGDE128F92F5F5E, 274.54649, 1997
ARWA6NT1187FB3F15C, TRAVGYX128E078E8A8, 209.60608, 1981
ARYTJPJ1187FB4ABCC, TRAVGZF128F4260E6F, 193.67138, 1991
ARAIJG51187B9B97A4, TRAVGFT128F424278B, 205.40036, 1999
ARGNZOL1187FB5CE7C, TRAVGKM128F92C58B4, 131.10812, 1997
ARM5JLS1187FB3615B, TRAVGZS128F9338603, 119.90159, 1968
ARXG6L11187FB5695E, TRAVTWI128F93586D0, 275.90485, 2007
ARFNJ4O1187B9A204B, TRAVTUD128F93094F2, 163.91791, 2000
ARDVZTE1187FB5A0A1, TRAVTEH128E07953EA, 314.20036, 2004
AR3FE581187FB3F90A, TRAVKKG128E0784E75, 283.61098, 2003
AR3KGPQ1187FB53C84, TRAVKGM12903CA66FB, 198.76526, 1994
ARXPE571187FB4AFD0, TRAVKJJ128F424DA32, 291.97016, 1991
ARPQ4Z01187FB3A736, TRAVQBP128F145BB9B, 126.64118, 1993
AR87K371187FB5AA8E, TRAVQPL128F9308D97, 243.98322, 2006
AROP23Q1187B992697, TRAVQIO128E0790E80, 277.08036, 1996
ARZ8MVL1187FB41D17, TRAVQCA12903CA2F92, 233.9522, 2009
AR1N6N61187FB4E25E, TRAVUYA128F92EBE1E, 203.25832, 1995
ARTM0RS1187B9A0BE6, TRAVUOW128F4262955, 229.66812, 1992
AR12F2S1187FB56EEF, TRAVUAJ128E078EDA2, 314.27873, 1988
ARU81FP1187B98C71E, TRAVUYV128F4239504, 130.87302, 1995
ARLDVL71187B9AD7AC, TRAVVIV128F932617C, 285.83138, 1991
ARJUNZD1187B9A5DAE, TRAVVSL128F92F607D, 163.94404, 1964
ARR6LWJ1187FB44C8B, TRAVVRE128F92EC0A9, 163.81342, 1983
ARBEOHF1187B9B044D, TRAVVZW12903CCEEE7, 285.09995, 1985
AR8BUVM1187FB4D94D, TRAVVBW128F42819B2, 401.8673, 2003
ARI2JSK1187FB496EF, TRAVVOP12903CC5771, 179.43465, 1973
ARSQDUN1187B98D7D7, TRBCCAJ128F148CBBB, 196.91057, 1999
AR93K7R1187B9AC92A, TRBCCYW12903CEC282, 276.21832, 2006
AR8Q4RZ1187FB46BDC, TRBCCWW128F933F246, 174.96771, 1983
ARTE6AQ1187B9B2826, TRBCCEG128F9321406, 123.8722, 2003
ARGA5RF1187FB5C7EB, TRBCCJV128F92F23B0, 241.84118, 2003
ARNJVSL1187B99AFD4, TRBCJIX128F424F99E, 272.95302, 2002
ARJVTRE1187B9959C0, TRBCJVF128F14A8A16, 501.2371, 1977
ARKZJ301187FB521B2, TRBCJUF128F93190C2, 277.83791, 2009
ARJ7KF01187B98D717, TRBCJSZ128E07969B5, 269.34812, 2005
AR8L3QV1187FB4C0BB, TRBCJDC128EF35DF44, 398.602, 2006
ARG9CID1187B9AB010, TRBCIDX128F422F215, 223.39873, 2004
ARALUUG1187FB58696, TRBCIUW128F92F6F3D, 190.9024, 2008
AR5GLIU1187FB4638A, TRBCIEV12903CE60F1, 187.53261, 2001
AR40GSU1187FB3AA01, TRBCIXV128F4261F09, 267.57179, 1996
ARKSZW81187B9B695D, TRBCIQL128F427C0AD, 314.122, 1997
AR0S7TA1187FB4D024, TRBCIRO128F42B0277, 236.95628, 2002
AR74J3U1187FB5CDDB, TRBCHEE128F92F82D0, 234.10893, 1995
ARJJRZ41187FB4C856, TRBCHOY12903CD9688, 117.02812, 2002
ARWVOHH1187FB5974B, TRBCHIL128F4281434, 301.13914, 1996
ARN0DMU1187FB5B63A, TRBCHAG128F428CEAC, 276.6624, 1990
ARF1FZV1187B98C928, TRBCHRA128F9357174, 158.82404, 2004
ARGJ0911187FB4613F, TRBCXIX12903CE8449, 180.87138, 1974
AR9696A1187FB550A1, TRBCOJM12903D0136F, 65.61914, 2002
AR3793X1187FB50CB3, TRBCORE12903CD6FA0, 236.35546, 2008
AR0JPOG1187FB37383, TRBCOBZ128F428005D, 233.32526, 2008
ARXSABJ1187FB3C336, TRBCMJT128F14B12CC, 203.59791, 2000
AR5U94U1187FB5CDCF, TRBCMDH128F92FA444, 162.71628, 1965
ARHR5BC1187B9AC348, TRBCMSO128F92E6AE5, 215.64036, 2008
ARBZHTB1187FB3A725, TRBCMNO128F92D58E5, 170.84036, 2008
ARECPYG11C8A42B5BF, TRBCMFZ128F14AFD69, 204.93016, 1982
AR19JS91187B98CB66, TRBCRUH128F930DB67, 338.36363, 1995
AR02IU11187FB513F2, TRBCRCU12903CD3E19, 362.50077, 1987
ARH3TXI1187FB3A486, TRBCRVT128F93073E7, 251.29751, 1994
AR7DFJP1187B992F13, TRBCRDS128F426018C, 401.65832, 2003
AR035N21187FB3938E, TRBCRKF128F14AD398, 214.54322, 2005
AR7U5BZ1187B997FFC, TRBCRDW128F422D8BA, 340.4273, 1999
ARLHO5Z1187FB4C861, TRBCYOI128F1455566, 173.60934, 2004
AR0PUK71187B9AC3C0, TRBCYJZ128F931426B, 201.45587, 1977
AR0NS5Z1187B99AF79, TRBCYXD12903CC7609, 735.60771, 2001
ARAIJG51187B9B97A4, TRBCYYN128F4297CD5, 215.2224, 2001
ARPATQ21187B9ACAFC, TRBCYEC128F423A352, 243.25179, 1988
AR4O3MM1187FB3DF77, TRBCYJG128F93283CB, 243.61751, 2008
ARHCHE61187B9AB217, TRBCYXJ128F42873C3, 177.78893, 2005
ARFKY7F1187FB3EFAC, TRBCACR128F425E727, 211.53914, 1983
ARVXU2X1187B9AE6D8, TRBCANP128F92FA6B9, 331.36281, 2006
ARD6L7O1187B995ADA, TRBCAJY128F932C54E, 277.21098, 1999
ARYG6CU1187FB3852B, TRBCALG128F1483839, 206.75873, 2006
ARWX7AO1187B9B91AA, TRBCADG128F14AB245, 199.94077, 1984
ARZHUJU1187FB51176, TRBCBMO128F92C77B9, 200.51546, 2008
ARW4AGO1187FB4F107, TRBCBVI128F429F994, 170.9971, 1997
ARRT66G1187FB3DDF9, TRBCBYQ128F42981F1, 263.65342, 1971
ARSC6WR1187FB40B18, TRBCBMG12903CDE2A4, 200.6722, 1992
